name,rating,ctype,highly_rated,critically_rated
Preethi Kitchen Appliances,3.9,Electronics Manufacturing,"Salary, Work Life Balance",Promotions
Unthinkable Solutions,2.7,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",
Xplore-Tech Services,3.2,BPO,"Promotions, Job Security, Company Culture",
STMicroelectronics,4.0,Semiconductors,"Work Life Balance, Company Culture, Job Security",Promotions
Excellon Software,4.2,Software Product,"Company Culture, Work Life Balance, Salary",
XenonStack,3.2,Emerging Technologies,"Company Culture, Work Life Balance, Work Satisfaction",
Bosch Power Tools,4.3,Industrial Machinery,"Work Life Balance, Company Culture, Skill Development",Promotions
The Mission Hospital,3.9,Healthcare,"Job Security, Skill Development","Promotions, Salary"
Meditab Software,3.2,Software Product,"Promotions, Company Culture, Work Life Balance",
Pothys,4.1,Fashion & Textile,"Company Culture, Work Life Balance, Work Satisfaction",
Ibis,4.4,Hospitality,"Company Culture, Job Security, Work Life Balance",
Ganit Inc,3.7,IT Services & Consulting,Skill Development,Job Security
Chrysalis High,4.0,Bengaluru +2 other locations,"Work Life Balance, Skill Development, Salary",
Absolute Barbecues,4.0,Hospitality,"Salary, Company Culture, Work Life Balance",
Hinduja Group,3.8,Automobile,"Work Life Balance, Job Security","Promotions, Salary, Skill Development"
Man Industries,3.5,Iron & Steel,Job Security,"Promotions, Company Culture"
Savita Oil Technologies,4.2,Oil & Gas,"Job Security, Work Life Balance, Company Culture",Promotions
Sterling and Wilson Renewable Energy,4.1,Power,"Job Security, Company Culture, Work Life Balance",
Lauren Information Technologies,3.5,IT Services & Consulting,"Job Security, Promotions, Company Culture",
Hippo Homes,3.4,Retail,"Job Security, Company Culture, Work Satisfaction",
Orchid Chemicals & Pharmaceuticals,4.1,Pharma,"Skill Development, Job Security, Work Satisfaction",Salary
Aia Engineering,4.1,Industrial Machinery,"Job Security, Salary, Work Life Balance",Promotions
Tata Housing Development Company,4.3,Real Estate,"Work Life Balance, Company Culture, Salary",
MEDICO Healthcare Services & Technologies,3.1,Healthcare,"Company Culture, Promotions, Job Security",
Centillion Solutions and Services,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security","Promotions, Salary"
TLC DigiTech Private Limited,3.2,Hospitality,"Promotions, Company Culture, Work Satisfaction",
InMobi,3.1,Marketing & Advertising,"Job Security, Promotions, Work Satisfaction",
Scyo Decision Services,4.5,Analytics & KPO,"Job Security, Work Life Balance, Company Culture",
BMW Industries,3.4,Iron & Steel,"Promotions, Salary, Company Culture",
Optimus Drugs,3.9,Pharma,"Work Life Balance, Salary",
Ramky Group,4.3,Engineering & Construction,"Job Security, Work Life Balance, Company Culture",
GENWORKS Health,3.2,Healthcare,"Promotions, Salary, Work Life Balance",
Mitsui O.S.K. Lines,4.0,Ports & Shipping,"Work Life Balance, Job Security, Salary",Promotions
Zinnov Management Consulting,3.3,Management Consulting,"Promotions, Salary, Work Satisfaction",
Teachers Insurance and Annuity Association of America,3.8,Financial Services,"Work Life Balance, Salary, Company Culture","Promotions, Skill Development, Work Satisfaction"
ARB Bearings,3.6,Auto Components,"Promotions, Company Culture, Work Satisfaction",
Matter Motor Works,3.3,Automobile,"Job Security, Promotions, Work Satisfaction",
KFA Consultant,1.3,Dubai +2 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Prithvi Innerwears Private Limited,4.8,Fashion & Textile,"Company Culture, Work Life Balance, Job Security",
Akbar Travels,3.4,Travel & Tourism,"Promotions, Salary, Company Culture",
South Eastern Coalfields,4.2,Metals & Mining,"Skill Development, Salary, Job Security",
SEO Discovery,4.9,Financial Services,"Company Culture, Work Life Balance, Work Satisfaction",
Kinetic Green Energy And Power Solutions,3.0,Power,"Promotions, Company Culture, Work Satisfaction",
HTL,3.6,Telecom,"Promotions, Company Culture, Job Security",
Laxmi-Agni Components and Forging,4.1,Industrial Machinery,"Job Security, Skill Development, Company Culture",
Ecolab,3.5,Waste Management,"Promotions, Work Satisfaction, Skill Development",
Shangri-la Hotels & Resorts,4.2,Hospitality,"Skill Development, Company Culture, Job Security",
Born Group,3.6,Marketing & Advertising,"Promotions, Company Culture, Work Satisfaction",
Navitas Life Sciences,3.6,Clinical Research,Job Security,"Promotions, Salary, Company Culture"
Anand CY Myutec Automotive,3.6,Auto Components,Job Security,"Promotions, Work Satisfaction, Work Life Balance"
NOVO Medisciences,3.3,Pharma,"Job Security, Company Culture, Work Satisfaction",
Qdigi Services,3.3,Recruitment,"Promotions, Job Security, Company Culture",
Vishnu Chemicals,3.9,Chemicals,"Job Security, Work Life Balance",
VISTRA INTERNATIONAL EXPANSION,3.4,Other,"Promotions, Salary, Work Satisfaction",
MyCaptain by Imarticus Learning,3.7,EdTech,"Work Life Balance, Work Satisfaction",
Aziro,3.7,IT Services & Consulting,Work Life Balance,"Job Security, Promotions, Work Satisfaction"
Droom,3.2,Internet,"Job Security, Promotions, Skill Development",
Chiripal Poly Films,4.0,Packaging,"Salary, Work Life Balance, Company Culture",
Galaxy Weblinks,3.9,IT Services & Consulting,"Company Culture, Work Life Balance","Promotions, Salary"
Government Medical College,4.0,Education & Training,"Skill Development, Work Life Balance, Work Satisfaction","Promotions, Salary"
Marsh,4.1,Insurance,"Work Life Balance, Job Security, Company Culture",Promotions
Tata CLiQ,3.0,Internet,"Promotions, Company Culture, Work Satisfaction",
Hindustan PowerProjects,3.8,Power,"Work Life Balance, Salary","Company Culture, Promotions"
Cogent,3.2,IT Services & Consulting,"Promotions, Work Satisfaction, Salary",
Root Industries,4.0,Auto Components,"Job Security, Work Life Balance, Company Culture",Promotions
Software AG,4.3,Software Product,"Company Culture, Work Life Balance, Work Satisfaction",
Bondada Engineering,3.7,Engineering & Construction,"Promotions, Company Culture, Work Satisfaction",
City Montessori School,3.5,Education & Training,"Skill Development, Salary","Work Life Balance, Promotions, Company Culture"
Navigators Software,4.2,IT Services & Consulting,"Salary, Skill Development, Work Life Balance",
Verticurl,3.1,Coimbatore +6 other locations,"Promotions, Salary, Work Satisfaction",
Indo Nissin Foods,4.0,Food Processing,"Work Life Balance, Work Satisfaction, Job Security",Promotions
Amrita Vishwa Vidyapeetham,3.7,Education & Training,"Promotions, Salary, Work Satisfaction",
Dr Mohan's Diabetes Specialities Centre,3.5,Healthcare,Work Life Balance,"Promotions, Work Satisfaction, Job Security"
Red FM 93.5,3.8,Broadcasting,Work Life Balance,"Promotions, Skill Development, Salary"
Netaxis IT Solutions,3.9,IT Services & Consulting,"Skill Development, Promotions, Work Satisfaction",
Rubamin,4.0,Pharma,"Job Security, Company Culture, Work Life Balance",
Ajax Engineering,4.0,Engineering & Construction,"Work Life Balance, Company Culture",Promotions
Toshiba Water Solutions,3.8,Waste Management,"Job Security, Work Life Balance","Promotions, Company Culture, Salary"
Montra Electric,3.7,Automobile,Promotions,
Emirates Airlines,3.9,Aviation,"Work Life Balance, Skill Development",Promotions
Rossari Biotech,3.7,Chemicals,Salary,"Promotions, Job Security, Skill Development"
Cloud Analogy,3.9,IT Services & Consulting,"Skill Development, Salary, Promotions",Job Security
TATA MEDICAL CENTER,3.8,Healthcare,"Job Security, Skill Development","Promotions, Salary"
Jyoti Structures,4.1,Power,"Skill Development, Salary, Company Culture",
ZingHR,3.1,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction",
Kanoria Chemicals & Industries,3.9,Chemicals,"Work Life Balance, Job Security, Company Culture","Promotions, Salary"
Synthite Industries,4.1,Food Processing,"Work Life Balance, Company Culture, Job Security",Promotions
Walter Bushnell,3.1,Pharma,"Promotions, Salary, Work Satisfaction",
Information Services Group,3.7,IT Services & Consulting,"Work Life Balance, Company Culture","Salary, Promotions, Job Security"
MidasCare Pharmaceuticals,3.5,Pharma,"Promotions, Work Satisfaction, Company Culture",
Experion Developers,4.7,Real Estate,"Work Life Balance, Company Culture, Work Satisfaction",
Innovapptive,4.3,Software Product,"Salary, Skill Development, Company Culture",
Enser Communications,2.8,IT Services & Consulting,"Promotions, Work Satisfaction, Job Security",
Analytix Business Solutions,3.3,Analytics & KPO,"Promotions, Work Satisfaction, Company Culture",
Rapid Care Transcription,4.4,Analytics & KPO,"Company Culture, Work Life Balance, Job Security",
Mordor Intelligence,3.0,Analytics & KPO,"Skill Development, Work Satisfaction, Job Security",
Prakash Industries,3.8,Metals & Mining,"Job Security, Salary",
The Co-operative Bank,3.8,Banking,Work Life Balance,"Promotions, Salary"
SPRAY ENGINEERING DEVICES,4.2,Industrial Machinery,"Job Security, Company Culture, Skill Development",
Microlink Solutions,3.7,IT Services & Consulting,"Promotions, Work Satisfaction, Salary",
Cotecna Inspection India,3.6,Analytics & KPO,"Promotions, Company Culture, Work Satisfaction",
HEPL - A Cavinkare Group Company,3.4,Recruitment,"Promotions, Salary, Job Security",
Biostadt,4.2,Mumbai +58 other locations,"Company Culture, Work Life Balance, Job Security",
SAMCO Securities,3.9,Financial Services,"Company Culture, Work Life Balance, Skill Development",Salary
Shivam Infocom,4.3,Telecom,"Work Life Balance, Company Culture, Salary",Promotions
Flyhomes,4.3,Internet,"Company Culture, Salary, Work Life Balance",
ASSA ABLOY,3.5,Real Estate,"Promotions, Work Satisfaction, Skill Development",
Ts Tech Sun India,4.1,Automobile,"Work Life Balance, Salary, Company Culture",
Bajel Projects,4.2,Engineering & Construction,"Salary, Work Life Balance, Job Security",
Valueonshore Advisors,3.6,Management Consulting,"Promotions, Company Culture, Work Satisfaction",
Arihant Publications,3.5,Printing & Publishing,"Promotions, Job Security, Salary",
TP Southern Odisha Distribution,3.4,Berhampur +23 other locations,Job Security,"Promotions, Salary, Company Culture"
TPI Composites,4.3,Industrial Machinery,"Company Culture, Work Satisfaction, Skill Development",
U R Rao Satellite Centre,4.3,Bengaluru +17 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Jm Frictech,3.3,Industrial Machinery,"Company Culture, Promotions, Salary",
Torque Pharmaceuticals,3.8,Pharma,Promotions,
Raheja Developers,2.7,Real Estate,"Promotions, Salary, Work Satisfaction",
Ashok Iron Works,3.3,Industrial Machinery,"Promotions, Company Culture, Work Satisfaction",
Anri Solutions HR Services,4.0,Recruitment,"Work Life Balance, Company Culture, Work Satisfaction",
Inchcape Shipping Services,3.4,Ports & Shipping,"Promotions, Skill Development, Job Security",
All India Radio,4.4,Government,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
AYM Syntex,3.5,Fashion & Textile,"Promotions, Job Security, Company Culture",
BridgeLabz Solutions,3.5,EdTech,"Promotions, Salary, Company Culture",
Alp Consulting,3.4,Recruitment,"Promotions, Salary, Skill Development",
Maxinfra,4.0,Real Estate,"Work Life Balance, Job Security",
Ashok Iron Works,3.3,Industrial Machinery,"Promotions, Company Culture, Work Satisfaction",
Bikaji Foods,4.0,FMCG,"Work Life Balance, Salary",Promotions
Oasis Fertility,3.9,Healthcare,"Skill Development, Company Culture, Work Life Balance",Promotions
Torque Pharmaceuticals,3.8,Pharma,Promotions,
Indo Rama Synthetics (i),3.6,Fashion & Textile,"Promotions, Salary, Company Culture",
Raheja Developers,2.7,Real Estate,"Promotions, Salary, Work Satisfaction",
Faiveley Transport,4.0,Railways,"Company Culture, Work Life Balance, Skill Development",Promotions
Jm Frictech,3.3,Industrial Machinery,"Company Culture, Promotions, Salary",
Chhatrapati Shivaji International Airport,3.5,Real Estate,"Promotions, Job Security, Company Culture",
UL Solutions,3.9,"Testing, Inspection and Certification (TIC)","Work Life Balance, Company Culture",Promotions
John Crane Sealing Systems India,3.4,Industrial Machinery,"Promotions, Salary, Work Satisfaction",
Vivifi India Finance,3.5,NBFC,"Promotions, Work Life Balance, Work Satisfaction",
WovVTech,4.2,Software Product,"Work Life Balance, Company Culture, Work Satisfaction",
Lizmontagens India,4.1,Engineering & Construction,"Job Security, Skill Development, Salary",
Cleartrip,3.5,Internet,"Promotions, Job Security, Work Satisfaction",
Indo National Limited (Nippo),4.2,FMCG,"Work Life Balance, Company Culture, Job Security",
Pilot Industries,3.8,Metals & Mining,Salary,
Integrated Personnel Services Limited,4.0,Recruitment,"Work Life Balance, Work Satisfaction, Company Culture",Promotions
COWI,4.1,Engineering & Construction,"Work Life Balance, Company Culture, Job Security",Promotions
Moody's,3.9,Analytics & KPO,"Company Culture, Work Life Balance, Salary",Promotions
Khanna Paper Mills,3.9,Pulp & Paper,Promotions,
Satyesh Brinechem,3.2,Chemicals,"Job Security, Promotions, Company Culture",
Square Bpo Services,3.3,BPO,"Promotions, Salary, Work Satisfaction",
Appsierra,4.4,IT Services & Consulting,"Company Culture, Promotions, Skill Development",
Bsr Infratech India,3.9,Engineering & Construction,"Skill Development, Work Life Balance, Job Security",Promotions
Ankura Hospital,3.8,Healthcare,"Promotions, Salary",
Spacewood,3.5,Furniture & Furnishing,"Promotions, Salary, Company Culture",
Cordlife Sciences India,3.5,Pharma,"Promotions, Salary, Job Security",
Tps Infrastructure,4.1,Industrial Machinery,"Salary, Work Life Balance, Work Satisfaction",
Krishnapatnam Port,3.8,Ports & Shipping,"Skill Development, Work Life Balance, Job Security","Promotions, Salary"
EagleBurgmann,4.2,Industrial Machinery,"Job Security, Company Culture, Work Life Balance",Promotions
Rajan Technocast,4.7,Industrial Machinery,"Salary, Company Culture, Work Life Balance",
OSI Digital,3.6,IT Services & Consulting,"Promotions, Salary, Work Satisfaction",
Turito,3.1,EdTech,"Promotions, Job Security, Salary",
TEOCO Software,3.8,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development, Salary"
M Swasth Solutions,3.4,Gurugram +41 other locations,"Promotions, Job Security, Skill Development",
Modicare,3.9,Beauty & Personal Care,"Work Life Balance, Salary, Company Culture",Promotions
Paramatrix Technologies,4.0,Software Product,"Skill Development, Company Culture, Work Life Balance",
Mold-Tek Technologies,3.2,IT Services & Consulting,"Promotions, Salary, Company Culture",
Ananth Technologies,3.9,Electronics Manufacturing,"Job Security, Work Satisfaction","Promotions, Salary"
Toppan Merrill,3.8,Financial Services,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development, Salary"
Elsamex Maintenance Services,4.1,Facility Management Services,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Mark's,4.0,Telecom,"Job Security, Salary, Work Life Balance",
Sterling Talent Solutions,3.7,Internet,Company Culture,"Promotions, Job Security, Salary"
Aneja Associates,3.3,Accounting & Auditing,"Promotions, Salary, Company Culture",
SkillVertex,3.3,EdTech,"Job Security, Promotions, Salary",
